Ship_Size,Engine_Power_kW,Speed_knots,Fuel_Consumption_tonnes_per_hour
Medium,19700.32,14.0,13.76
Large,35859.67,17.9,96.35
Small,3030.65,14.8,0.45
Large,48012.43,18.5,133.01
Large,27291.9,20.7,84.83
Medium,16046.25,12.1,9.75
Small,2188.69,10.7,0.23
Small,1049.89,12.7,0.13
Large,26688.4,19.2,77.04
Small,3233.43,10.8,0.35
Medium,19269.83,13.5,13.04
Small,3012.3,12.1,0.36
Large,37983.01,23.5,133.87
Medium,10388.96,14.6,7.59
Very Large,79272.41,27.1,645.09
Very Large,65537.83,21.9,430.6
Very Large,58335.66,25.8,450.89
Small,2832.61,12.5,0.35
Medium,8469.53,14.9,6.33
Medium,18047.36,15.0,13.55
Small,2918.93,11.0,0.32
Medium,17473.04,17.5,15.25
Small,2126.98,11.1,0.24
Large,39878.02,22.5,134.39
Large,28834.03,23.9,103.22
Medium,13626.29,14.1,9.6
Very Large,58763.53,28.5,502.32
Medium,15933.05,15.4,12.28
Small,3866.87,14.5,0.56
Very Large,98243.23,25.5,752.11
Medium,19720.82,18.9,18.63
Medium,5314.77,14.2,3.77
Very Large,99700.63,21.4,639.76
Medium,15765.92,19.2,15.1
Small,4312.66,11.2,0.48
Very Large,87043.13,21.1,551.01
Very Large,84416.82,27.5,697.68
Medium,19278.26,17.9,17.26
Very Large,71405.14,28.9,619.07
Medium,7693.16,19.2,7.4
Large,25957.69,23.4,91.06
Small,511.23,14.2,0.07
Medium,12003.59,13.1,7.89
Medium,14992.75,14.9,11.19
Large,25761.88,18.2,70.14
Large,31167.76,21.0,98.2
Small,991.01,10.5,0.1
Large,23697.39,23.6,84.0
Small,4872.73,10.7,0.52
Very Large,55516.11,25.8,429.19
Very Large,77335.19,22.1,512.27
Medium,5718.47,18.4,5.26
Small,4441.43,12.6,0.56
Small,4634.44,10.6,0.49
Small,2102.77,12.5,0.26
Large,33934.28,23.2,117.96
Very Large,61209.33,25.9,475.23
Small,1041.64,14.5,0.15
Small,4496.94,11.7,0.52
Very Large,77190.78,26.8,619.49
Small,2172.12,14.2,0.31
Medium,8861.98,15.5,6.88
Small,1583.35,14.5,0.23
Small,4333.94,11.9,0.52
Very Large,65015.56,29.5,574.67
Very Large,55742.8,21.4,357.64
Large,22801.7,18.4,62.91
Small,2634.9,14.3,0.38
Small,3689.28,10.5,0.39
Medium,5802.47,19.8,5.76
Large,33026.03,22.4,110.88
Small,3078.82,10.5,0.32
Small,821.53,14.9,0.12
Medium,13438.72,13.1,8.78
Medium,18063.54,13.8,12.43
Large,37510.9,16.8,94.72
Very Large,80726.46,21.0,508.1
Medium,13310.26,17.2,11.47
Medium,9252.65,19.0,8.78
Very Large,98812.05,27.7,821.82
Medium,15549.7,17.6,13.65
Medium,6130.76,12.4,3.8
Medium,18866.11,18.0,16.95
Very Large,65645.91,24.0,472.19
Small,4414.96,10.0,0.44
Small,4376.65,14.0,0.61
Very Large,50606.9,29.0,439.76
Medium,5236.11,15.8,4.14
Very Large,57628.72,27.6,476.94
Small,3069.63,13.2,0.4
Medium,17468.31,17.4,15.19
Small,2854.97,14.6,0.42
Medium,13861.52,15.4,10.67
Small,974.27,11.4,0.11
Very Large,98352.25,21.8,642.82
Medium,18207.31,13.9,12.67
Medium,15038.87,19.3,14.53
Small,2737.09,11.1,0.3
Medium,10869.71,13.2,7.19
Medium,19216.64,17.8,17.07
Medium,12141.37,17.0,10.31
Very Large,60939.44,27.6,504.29
Large,40029.82,17.1,102.4
Large,49062.12,22.5,165.7
Very Large,87511.6,23.6,619.28
Small,3949.78,10.3,0.41
Small,4576.28,14.6,0.67
Medium,8194.48,14.9,6.1
Large,41235.78,17.2,106.23
Large,36626.44,18.5,101.71
Large,27000.8,16.0,64.98
Medium,16633.47,12.5,10.39
Very Large,63940.01,26.2,502.79
Medium,5194.05,13.4,3.49
Very Large,58398.12,26.4,462.44
Small,3432.17,11.5,0.39
Small,4991.72,14.1,0.7
Very Large,68944.08,22.0,454.91
Medium,16506.72,15.0,12.42
Medium,10197.5,18.9,9.63
Medium,10474.62,12.9,6.74
Medium,10448.04,18.2,9.51
Very Large,88065.4,22.2,585.53
Very Large,73276.0,28.6,629.81
Very Large,70075.45,20.3,427.38
Small,711.29,13.9,0.1
Large,46434.76,16.8,117.11
Small,2523.81,12.6,0.32
Large,41628.37,19.6,122.35
Very Large,88424.06,24.0,636.65
Small,1799.67,13.9,0.25
Very Large,85377.64,20.5,523.91
Medium,16492.04,14.5,11.98
Small,4863.16,12.7,0.62
Very Large,85919.52,25.7,662.46
Medium,8447.31,12.8,5.42
Very Large,51307.81,24.4,375.73
Medium,13281.15,14.3,9.52
Very Large,51111.07,26.4,404.23
Medium,6549.14,14.1,4.61
Very Large,99592.84,25.8,769.76
Small,1380.69,11.8,0.16
Small,1396.64,14.6,0.2
Small,784.64,11.8,0.09
Large,46990.78,22.8,160.81
Small,2098.59,13.0,0.27
Very Large,73777.64,26.9,595.73
Very Large,70215.55,24.9,525.44
Medium,10484.84,16.8,8.81
Small,2520.19,10.1,0.25
Small,2035.32,13.7,0.28
Very Large,59121.33,20.2,358.65
Large,35854.79,19.2,103.34
Medium,19180.52,17.8,17.1
Small,4599.62,12.6,0.58
Large,41211.48,19.2,118.62
Medium,6704.95,18.1,6.08
Medium,17540.05,19.2,16.86
Very Large,50931.38,26.7,407.38
Medium,15530.96,15.3,11.89
Large,27178.32,23.3,95.0
Very Large,94340.49,21.6,611.63
Large,44844.5,23.9,160.69
Large,24422.41,17.2,63.01
Very Large,85918.91,23.7,611.24
Medium,5473.51,16.9,4.62
Large,35383.56,22.3,118.16
Very Large,99932.7,29.4,882.75
Small,3475.9,14.2,0.49
Very Large,53182.57,23.0,366.32
Large,27024.82,24.9,100.9
Very Large,87452.78,22.5,589.23
Small,4442.08,10.3,0.46
Medium,19994.84,18.2,18.22
Large,22100.82,21.6,71.74
Large,31692.33,19.9,94.53
Medium,7925.4,18.3,7.27
Medium,9434.22,18.2,8.58
Small,968.0,11.4,0.11
Very Large,52940.23,25.3,401.73
Medium,6665.86,14.3,4.77
Very Large,65166.77,27.4,536.17
Medium,10827.93,17.1,9.27
Very Large,75726.0,21.1,479.83
Large,26703.23,21.0,84.29
Small,4669.12,12.6,0.59
Medium,10180.78,15.4,7.85
Very Large,73523.56,21.8,481.36
Medium,15479.07,18.1,13.98
Very Large,54885.15,24.7,406.48
Medium,14565.13,19.7,14.32
Medium,19435.7,13.2,12.82
Medium,16644.17,12.2,10.16
Large,38818.3,16.5,95.81
Very Large,65606.56,29.6,581.73
Large,45892.22,16.8,115.68
Large,21012.97,20.2,63.54
Large,45733.01,21.6,148.19
Small,1110.71,14.4,0.16
Very Large,55088.29,20.9,344.97
Small,2777.47,12.3,0.34
Large,33372.46,22.0,109.9
Very Large,60539.38,21.8,395.75
Very Large,67122.81,28.0,563.16
Small,3082.47,11.2,0.35
Large,21642.78,22.0,71.39
Large,35319.26,16.3,86.14
Small,3875.15,12.2,0.47
Very Large,97802.23,29.4,863.55
Large,22259.37,22.2,74.09
Large,43329.74,15.9,103.35
Large,34493.03,17.8,92.15
Large,25071.6,18.6,70.04
Small,3595.33,13.8,0.5
Large,30030.16,17.3,77.77
Very Large,87337.49,28.5,746.07
Large,30380.92,17.2,78.29
Small,2061.11,13.5,0.28
Very Large,53987.85,21.4,346.3
Medium,14305.08,17.3,12.39
Very Large,53032.1,24.2,384.69
Small,4584.92,12.9,0.59
Small,3596.4,13.2,0.47
Medium,15488.58,19.9,15.4
Medium,14891.58,19.7,14.66
Medium,14456.4,18.5,13.34
Large,46688.27,21.3,149.39
Small,4626.73,13.4,0.62
Small,3656.52,10.6,0.39
Large,49626.61,21.4,159.48
Medium,14380.89,15.4,11.06
Large,48586.63,16.4,119.18
Large,47812.38,19.9,142.54
Medium,14057.26,14.3,10.08
Very Large,87405.98,24.9,653.48
Small,2454.31,13.5,0.33
Large,46639.52,22.7,158.75
Large,30441.17,17.4,79.24
Medium,7719.76,16.8,6.5
Small,4004.93,11.9,0.48
Medium,18499.25,12.7,11.74
Small,4072.57,13.2,0.54
Large,33578.0,20.0,100.74
Very Large,78319.09,28.0,657.83
Large,29967.63,15.3,68.85
Very Large,51874.3,23.7,369.52
Medium,5097.63,18.4,4.69
Small,4820.26,11.4,0.55
Large,28533.83,22.6,96.8
Medium,17037.53,14.4,12.24
Medium,9188.11,16.4,7.52
Very Large,89858.39,29.7,800.19
Very Large,73791.58,28.5,630.32
Large,49574.04,24.4,181.63
Medium,19272.56,14.2,13.66
Large,31525.3,20.9,98.6
Medium,13636.72,19.8,13.51
Very Large,71457.63,27.3,584.73
Very Large,90141.65,23.7,640.57
Large,46725.95,15.8,110.46
Very Large,88063.21,22.6,597.8
Very Large,95797.83,25.9,743.18
Medium,11880.86,15.5,9.24
Medium,11407.16,16.7,9.52
Medium,11976.63,14.9,8.94
Very Large,84309.58,27.2,687.52
Large,33698.51,22.2,112.33
Very Large,96033.75,21.6,622.65
Small,1849.84,12.9,0.24
Medium,5052.03,19.0,4.79
Very Large,68936.86,20.9,431.36
Large,45448.24,18.4,125.29
Very Large,50987.82,24.2,370.64
Small,1965.27,11.2,0.22
Large,29863.81,23.2,103.89
Large,34749.16,20.1,104.86
Large,49963.38,17.5,131.2
Medium,9040.13,18.9,8.54
Large,46337.71,22.9,158.9
Large,41565.19,18.1,113.04
Very Large,77939.76,23.9,557.72
Large,41654.59,15.8,98.87
Small,4359.41,14.5,0.63
Very Large,82656.79,21.7,538.45
Very Large,80442.66,29.8,720.04
Very Large,90127.18,29.3,791.46
Very Large,95736.85,25.0,716.69
Medium,19438.59,18.5,17.98
Medium,16597.49,15.7,13.03
Small,4001.41,13.8,0.55
Large,24831.39,16.9,62.84
Large,35020.31,19.0,99.7
Large,23957.67,24.4,87.86
Medium,10635.51,14.8,7.87
Very Large,93316.89,24.1,674.7
Large,39212.18,24.2,142.3
Large,41435.03,19.2,119.2
Large,44904.3,24.7,166.47
Large,41118.29,15.8,97.34
Small,3988.98,12.3,0.49
Very Large,82407.01,29.1,719.56
Small,1242.67,15.0,0.19
Large,28596.71,15.5,66.32
Small,2690.01,13.5,0.36
Medium,14363.95,13.4,9.61
Small,2848.62,11.0,0.31
Large,28377.64,19.7,83.78
Small,1197.18,12.7,0.15
Very Large,90327.42,20.0,543.06
Medium,5806.63,18.2,5.29
Very Large,74251.41,21.6,481.98
Large,45967.25,16.7,115.13
Small,4511.36,11.7,0.53
Small,3837.92,14.4,0.55
Very Large,62565.54,29.3,550.19
Small,4650.45,13.5,0.63
Very Large,58894.5,20.8,367.4
Large,27906.92,17.3,72.43
Small,1469.82,12.0,0.18
Very Large,81252.68,22.9,558.42
Small,3250.65,10.1,0.33
Very Large,91792.15,26.6,731.91
Medium,11339.12,15.6,8.85
Small,3101.18,12.6,0.39
Small,1863.06,13.9,0.26
Very Large,87118.82,28.8,752.67
Small,4668.63,10.3,0.48
Large,41795.1,24.5,153.42
Small,1631.89,11.4,0.19
Very Large,81562.29,23.5,575.22
Large,20414.46,24.0,73.43
Very Large,76279.3,21.2,484.54
Large,39790.1,15.4,92.2
Large,46834.36,16.5,115.78
Large,25036.44,17.0,63.99
Small,4069.58,10.9,0.44
Medium,13107.86,18.1,11.89
Medium,15636.3,18.3,14.29
Medium,15729.43,15.9,12.48
Medium,17923.86,12.2,10.96
Large,32713.15,18.2,89.22
Very Large,84669.38,21.1,535.28
Small,2835.98,10.2,0.29
Large,23213.38,22.6,78.79
Large,49285.44,24.8,183.51
Small,568.5,13.5,0.08
Large,27131.38,22.5,91.59
Small,2454.02,10.6,0.26
Small,4654.1,14.4,0.67
Medium,19001.17,19.5,18.48
Small,1922.49,11.3,0.22
Very Large,84040.85,24.1,607.22
Medium,15946.89,15.6,12.45
Small,2671.25,14.1,0.38
Large,44397.65,19.9,132.38
Very Large,92743.89,23.9,664.2
Very Large,50678.48,22.5,342.83
Small,1073.19,10.6,0.11
Large,29758.66,22.0,98.26
Very Large,60190.93,28.5,514.08
Very Large,67701.28,23.3,473.09
Large,41946.46,18.8,118.38
Large,27158.73,23.0,93.83
Small,4886.32,13.2,0.65
Small,3928.42,11.2,0.44
Small,2813.24,14.9,0.42
Large,32468.67,19.4,94.33
Medium,14786.87,13.6,10.08
Large,22114.82,17.8,59.16
Large,39093.35,20.8,121.71
Medium,6720.41,15.0,5.05
Large,20507.92,24.0,73.83
Large,29870.32,19.2,86.22
Medium,16558.23,19.8,16.43
Medium,10850.71,15.5,8.4
Large,47434.25,23.8,169.23
Very Large,82327.73,22.8,563.94
Medium,14842.63,14.1,10.45
Medium,5908.97,19.3,5.72
Large,28460.08,22.6,96.67
Very Large,93464.15,20.9,586.85
Small,4589.41,13.7,0.63
Very Large,53429.67,23.8,381.59
Small,4944.65,11.7,0.58
Small,2576.72,14.8,0.38
Small,3899.96,13.4,0.52
Very Large,53727.59,24.8,400.2
Small,4477.65,12.7,0.57
Small,1771.45,11.4,0.2
Medium,18028.84,18.9,17.0
Very Large,84044.36,27.4,691.39
Large,46266.44,24.0,166.49
Large,49240.58,15.1,111.85
Large,49052.32,17.1,126.05
Very Large,69359.29,22.0,457.19
Small,4724.47,10.1,0.48
Large,43928.65,17.1,112.58
Very Large,58168.2,24.9,435.31
Large,27256.54,15.6,63.89
Medium,19644.05,17.0,16.69
Medium,9293.01,18.5,8.61
Large,27046.7,18.0,73.07
Medium,8357.15,17.9,7.48
Very Large,53898.72,25.3,408.53
Large,42522.76,20.1,127.94
Medium,13674.6,19.6,13.4
Medium,14987.76,18.7,13.99
Large,37024.83,20.2,111.92
Large,26435.6,19.3,76.51
Very Large,54581.32,20.2,330.92
Small,3550.68,14.1,0.5
Large,34990.02,18.1,94.83
Medium,9767.46,14.9,7.27
Medium,9237.04,12.4,5.74
Very Large,79385.45,22.0,524.42
Medium,9532.57,19.0,9.07
Medium,15539.01,16.9,13.14
Small,3822.76,14.5,0.56
Very Large,78449.79,22.7,535.02
Small,4896.38,13.7,0.67
Very Large,61376.82,28.9,532.21
Medium,17781.43,18.2,16.16
Very Large,85075.17,20.9,533.52
Large,39599.46,24.7,146.74
Very Large,57450.12,22.8,392.55
Large,30119.86,24.6,111.32
Very Large,96496.53,26.6,771.08
Large,30167.25,21.5,97.2
Small,1502.9,14.8,0.22
Medium,14045.67,18.5,13.01
Small,2673.62,13.3,0.36
Large,40332.1,16.9,102.08
Small,2617.01,10.7,0.28
Very Large,51841.79,26.7,414.94
Small,3329.64,14.0,0.47
Medium,16944.53,19.2,16.3
Medium,16327.88,17.2,14.08
Very Large,87378.91,24.2,635.53
Large,26923.93,22.1,89.1
Large,48570.55,18.3,132.99
Medium,7507.05,14.0,5.26
Medium,18236.32,14.9,13.57
Large,48228.94,17.2,124.09
Small,1322.6,11.5,0.15
Very Large,56517.46,23.2,393.45
Small,4257.23,12.4,0.53
Very Large,64750.36,27.6,535.58
Large,26710.27,22.7,91.04
Medium,15721.98,17.0,13.36
Very Large,70113.73,27.5,578.29
Medium,7316.91,13.5,4.95
Small,3442.65,13.8,0.48
Medium,17652.35,15.3,13.54
Large,38323.53,21.1,121.37
Very Large,78678.8,30.0,707.15
Large,47487.01,15.1,107.62
Large,34424.08,22.2,114.67
Medium,17785.22,18.6,16.53
Small,3446.82,11.4,0.39
Very Large,82818.19,23.9,593.93
Large,49802.49,19.3,143.85
Small,2756.48,14.1,0.39
Medium,18093.32,16.2,14.66
Medium,11548.57,15.7,9.04
Small,4760.77,13.6,0.65
Small,3707.63,12.8,0.47
Small,4319.24,12.4,0.54
Medium,6250.24,15.5,4.84
Very Large,80165.87,26.9,648.1
Large,39872.47,17.8,106.39
Small,4766.24,14.7,0.7
Large,34211.19,20.2,103.54
Large,27039.56,22.6,91.67
Very Large,88843.7,25.6,683.18
Medium,11354.33,17.4,9.9
Large,26934.97,24.8,100.17
Medium,16693.72,16.4,13.7
Small,1488.88,12.5,0.19
Very Large,84286.66,21.1,533.5
Medium,15887.31,16.9,13.41
Very Large,72992.86,23.3,509.62
Very Large,88984.22,25.8,689.11
Very Large,69136.11,24.9,517.16
Medium,13824.87,13.6,9.43
Medium,13310.03,18.1,12.07
Medium,5007.65,16.0,4.02
Large,46120.84,19.6,135.58
Very Large,83322.81,22.7,566.44
Large,31954.11,15.3,73.25
Medium,6425.04,12.6,4.03
Large,37760.59,16.8,95.37
Very Large,84512.99,20.6,522.55
Large,25317.06,21.5,81.67
Very Large,96825.25,23.6,684.42
Large,46666.95,25.0,174.75
Large,29420.44,16.2,71.43
Small,3616.44,11.5,0.41
Small,619.84,13.6,0.08
Small,3728.96,13.0,0.48
Small,3487.55,12.2,0.42
Medium,19331.54,19.1,18.41
Medium,17820.25,17.9,15.91
Very Large,99308.84,21.5,641.34
Very Large,55820.38,24.6,411.44
Small,1611.9,13.2,0.21
Large,40488.13,23.5,142.72
Very Large,88326.19,21.5,570.01
Medium,7572.65,14.8,5.59
Medium,16060.6,17.9,14.37
Large,36918.25,19.0,105.46
Large,42972.4,17.7,114.15
Medium,15121.45,18.2,13.78
Very Large,69228.29,23.0,478.46
Small,1646.6,12.1,0.2
Large,33038.95,21.9,108.62
Small,1219.41,12.4,0.15
Small,4794.74,13.9,0.67
Medium,18155.18,18.0,16.32
Very Large,89746.78,20.4,550.51
Large,31892.18,24.2,115.85
Very Large,68940.21,26.7,552.79
Small,4986.1,13.8,0.69
Large,37613.33,20.3,114.51
Large,25880.56,17.5,67.88
Medium,12535.48,17.6,11.06
Large,47381.8,15.5,110.5
Large,21929.73,24.4,80.37
Very Large,54744.46,23.9,392.27
Large,46847.97,24.8,174.27
Very Large,66933.6,27.1,543.46
Medium,16804.48,14.5,12.18
Small,1833.49,10.7,0.2
Large,35882.12,22.2,119.76
Medium,8315.04,17.9,7.45
Very Large,82497.2,25.2,622.87
Large,20029.76,23.7,71.18
Small,4861.72,13.9,0.68
Small,3252.41,12.4,0.4
Small,2373.29,10.8,0.26
Very Large,69915.5,23.3,488.52
Large,48456.77,16.9,123.08
Large,43931.12,24.9,163.87
Large,39309.9,19.6,115.72
Large,20209.72,21.3,64.69
Large,22263.5,23.5,78.55
Small,4288.82,14.7,0.63
Medium,15143.94,16.1,12.16
Large,36339.17,19.4,105.49
Very Large,91697.46,21.1,580.11
Large,30775.11,23.6,108.77
Medium,9708.54,17.6,8.55
Medium,16415.31,17.7,14.5
Small,4629.91,12.4,0.57
Medium,6965.43,14.4,5.0
Very Large,83682.89,24.3,610.98
Medium,15286.16,19.4,14.84
Large,26058.01,22.0,85.85
Very Large,66239.73,28.5,565.61
Very Large,83515.29,26.2,656.63
Very Large,89626.55,22.9,614.41
Large,43320.25,19.5,126.83
Very Large,84260.54,29.1,736.78
Small,4703.87,10.8,0.51
Large,29155.82,23.0,100.44
Small,1166.44,10.9,0.13
Large,34187.6,19.6,100.77
Small,2495.84,13.0,0.32
Small,2785.11,14.5,0.4
Very Large,50838.89,27.9,425.44
Very Large,87429.29,21.5,564.08
Small,4964.89,10.5,0.52
Large,27398.2,22.4,92.03
Very Large,81696.92,22.9,560.49
Very Large,82889.81,20.9,520.57
Small,968.56,12.3,0.12
Very Large,83207.19,21.0,523.79
Large,34783.49,17.4,90.67
Medium,17285.86,19.1,16.51
Large,24705.61,19.7,73.06
Medium,11200.13,16.5,9.22
Small,965.88,10.9,0.11
Very Large,80425.95,23.6,568.78
Large,23289.93,20.2,70.43
Large,24377.87,21.3,77.85
Large,27882.92,16.9,70.53
Large,29091.4,16.1,70.17
Very Large,99424.36,26.3,785.67
Medium,17394.37,13.0,11.32
Small,4310.41,13.1,0.57
Very Large,84789.32,27.3,694.16
Small,2049.87,10.1,0.21
Small,3761.52,15.0,0.56
Small,4705.56,11.2,0.53
Very Large,93396.15,30.0,839.68
Medium,12319.31,12.9,7.96
Small,3770.33,13.5,0.51
Very Large,85407.51,22.4,574.23
Very Large,64786.2,27.6,536.48
Very Large,99023.99,20.0,595.12
Large,20269.83,21.3,64.86
Large,49827.01,20.7,154.52
Small,4861.61,11.2,0.54
Small,3163.72,12.7,0.4
Large,43624.69,15.7,102.99
Medium,9544.37,13.8,6.57
Medium,11154.29,17.5,9.75
Medium,9086.72,13.8,6.27
Small,2424.65,13.6,0.33
Very Large,64041.3,26.1,502.39
Medium,9531.18,14.6,6.94
Very Large,75576.55,22.7,515.02
Small,3484.46,12.5,0.44
Very Large,77775.59,28.7,669.0
Small,4725.81,13.1,0.62
Very Large,65834.77,27.1,535.07
Large,23574.45,19.1,67.47
Very Large,99635.06,23.2,692.4
Very Large,81865.68,23.7,581.42
Small,1517.73,14.3,0.22
Medium,10041.94,18.8,9.43
Small,4825.96,11.2,0.54
Small,2065.14,11.5,0.24
Large,27467.33,23.6,97.43
Very Large,53103.92,23.0,367.05
Small,3972.01,11.5,0.46
Large,43621.47,15.5,101.12
Very Large,98237.39,22.6,665.76
Small,1359.42,12.0,0.16
Very Large,54180.67,25.9,420.22
Large,37901.67,22.2,126.04
Very Large,69922.03,28.4,595.88
Medium,15643.69,18.1,14.16
Very Large,91999.56,24.3,671.55
Small,942.93,10.5,0.1
Medium,6080.32,15.3,4.64
Medium,11018.44,18.6,10.22
Medium,19108.68,12.2,11.7
Very Large,55486.87,23.5,391.32
Small,1466.21,14.6,0.21
Medium,16333.56,13.9,11.38
Large,38640.65,19.2,111.25
Very Large,75800.26,27.4,621.94
Very Large,94084.1,26.6,751.0
Very Large,71456.17,29.4,630.0
Small,1512.94,11.4,0.17
Very Large,89538.84,21.6,580.03
Medium,17820.8,13.6,12.16
Small,1406.92,13.3,0.19
Medium,7995.51,16.8,6.71
Large,26638.3,18.8,75.11
Very Large,66870.83,29.4,590.29
Large,20188.57,16.4,49.73
Very Large,85422.39,27.7,710.28
Large,32309.47,15.8,76.34
Small,2045.44,11.8,0.24
Large,22691.15,23.9,81.35
Large,20138.01,18.0,54.26
Small,4288.72,12.7,0.54
Medium,17425.97,15.6,13.61
Large,32019.11,24.3,116.7
Very Large,52413.73,21.9,343.75
Medium,15330.34,13.1,10.06
Medium,16984.65,19.6,16.65
Very Large,60849.89,21.2,387.51
Very Large,61534.81,24.0,443.61
Medium,14456.24,12.5,9.07
Small,4427.59,10.6,0.47
Very Large,94045.44,21.4,604.38
Medium,10305.09,13.1,6.73
Very Large,88244.48,25.0,661.69
Medium,14616.0,19.4,14.2
Medium,16410.72,16.9,13.83
Small,1870.86,12.3,0.23
Very Large,68835.81,25.8,532.19
Small,1482.72,13.2,0.2
Medium,17528.56,16.1,14.12
Small,3385.93,10.2,0.35
Small,4555.93,11.1,0.51
Very Large,54675.78,25.3,415.71
Large,33633.91,19.6,98.88
Large,45138.61,23.8,160.9
Large,24593.41,19.0,69.93
Large,46056.33,16.0,110.26
Small,3747.59,11.8,0.44
Very Large,72876.85,20.5,448.5
Very Large,92866.57,29.5,822.3
Very Large,60560.12,28.0,507.92
Very Large,85532.87,26.4,678.41
Very Large,64340.32,22.5,434.32
Medium,8068.75,12.1,4.88
Very Large,87140.19,20.7,540.26
Very Large,81410.5,28.9,706.92
Very Large,52418.12,26.5,417.22
Small,1368.83,14.9,0.2
Large,27721.06,22.3,92.56
Small,2278.36,14.5,0.33
Medium,15579.39,12.5,9.76
Medium,18389.23,19.0,17.42
Small,3206.6,10.2,0.33
Very Large,98781.65,26.1,772.8
Large,21160.1,18.2,57.73
Small,2430.29,13.5,0.33
Small,4737.89,10.2,0.48
Small,2031.29,10.9,0.22
Medium,10902.06,17.7,9.63
Small,3719.06,14.0,0.52
Very Large,76200.23,21.4,488.86
Large,25030.92,21.3,79.85
Large,24656.2,19.0,70.26
Small,4003.15,14.2,0.57
Large,39759.46,24.2,144.46
Small,3825.68,12.3,0.47
Very Large,66411.23,25.2,501.9
Small,1301.13,10.4,0.14
Very Large,90555.66,26.7,724.49
Large,21987.19,19.6,64.56
Small,981.42,13.8,0.14
Medium,8480.09,15.2,6.44
Very Large,61615.21,25.3,467.67
Medium,14165.14,12.6,8.96
Medium,10480.2,12.4,6.49
Large,28679.13,22.3,95.77
Large,24597.57,20.8,76.64
Very Large,74559.16,26.8,599.21
Medium,15942.71,12.1,9.62
Very Large,65951.36,25.0,494.57
Medium,6801.05,14.0,4.75
Medium,5069.15,17.2,4.36
Large,29812.93,24.2,108.31
Very Large,61018.48,22.2,407.07
Small,727.7,14.0,0.1
Medium,7082.25,12.6,4.47
Medium,14635.36,16.8,12.26
Large,31101.86,23.0,107.48
Small,4825.85,14.3,0.69
Large,33000.54,22.9,113.52
Very Large,97361.39,29.5,862.17
Small,4852.42,13.3,0.65
Medium,6212.78,13.6,4.22
Very Large,95433.08,23.2,664.96
Medium,7132.32,13.7,4.88
Very Large,72260.61,20.7,449.55
Medium,18257.69,19.2,17.54
Small,1111.13,13.3,0.15
Medium,12266.38,13.1,8.01
Medium,7709.55,18.0,6.92
Large,28886.31,20.6,89.29
Very Large,77625.99,28.7,669.1
Very Large,80113.87,29.0,697.44
Medium,16962.81,13.1,11.07
Very Large,99472.61,22.0,657.86
Large,37750.41,20.4,115.55
Small,3376.2,14.9,0.5
Very Large,62031.26,29.0,539.98
Very Large,78036.96,25.9,605.59
Very Large,97427.44,24.2,706.9
Large,23352.59,22.9,80.22
Small,4297.33,14.6,0.63
Large,36450.72,22.0,120.21
Medium,8798.35,14.2,6.26
Medium,14122.03,13.8,9.75
Large,49062.98,21.7,159.6
Medium,18135.82,18.8,17.08
Very Large,73802.56,26.5,586.08
Small,2665.63,13.6,0.36
Large,24208.47,16.6,60.27
Very Large,54800.87,25.6,420.42
Medium,13332.4,14.3,9.56
Very Large,74495.81,25.4,568.39
Medium,15343.96,13.0,10.0
Medium,16184.69,18.6,15.04
Large,38929.73,19.2,112.01
Small,4139.38,10.6,0.44
Small,2795.96,14.8,0.42
Large,33460.79,16.1,80.79
Small,2944.71,12.6,0.37
Large,33196.86,20.7,103.0
Very Large,89006.69,27.9,744.0
Large,25968.22,19.0,73.9
Small,1921.62,12.9,0.25
Medium,14625.96,13.2,9.68
Small,1789.77,10.5,0.19
Medium,12317.62,14.8,9.09
Large,44803.93,25.0,167.8
Small,3011.46,14.2,0.43
Large,49154.68,23.1,170.22
Large,27986.7,17.7,74.45
Large,20625.84,21.1,65.34
Medium,17629.99,13.0,11.44
Very Large,85535.37,21.6,553.0
Small,4493.67,14.9,0.67
Medium,13773.82,12.7,8.74
Very Large,66330.14,26.5,527.13
Medium,18749.35,19.4,18.15
Medium,17643.98,19.7,17.41
Small,2694.2,11.2,0.3
Large,49057.16,24.4,179.19
Medium,17559.29,18.3,16.04
Medium,7695.6,16.3,6.27
Small,2710.73,10.8,0.29
Medium,7319.88,15.9,5.82
Small,4189.55,12.6,0.53
Large,42161.41,21.2,133.99
Very Large,65968.58,26.5,523.52
Medium,19591.21,18.0,17.58
Very Large,95565.41,25.8,738.34
Large,30043.87,22.1,99.41
Small,2704.49,12.8,0.35
Medium,16067.49,12.4,9.95
Medium,16859.41,18.4,15.54
Large,45197.25,17.4,117.72
Medium,6611.37,13.6,4.5
Very Large,82881.58,30.0,745.11
Large,21931.52,19.2,63.06
Very Large,79842.49,28.2,674.9
Very Large,53227.39,26.5,423.37
Small,4666.28,13.9,0.65
Small,4305.22,14.3,0.61
Medium,17242.31,18.1,15.65
Medium,17271.42,13.5,11.62
Medium,11883.72,14.1,8.39
Large,49304.88,22.3,164.84
Medium,14784.45,19.1,14.15
Medium,8680.43,18.2,7.88
Medium,13112.27,19.4,12.7
Very Large,60206.11,22.0,397.48
Very Large,76656.07,26.8,616.23
Small,4479.74,11.3,0.5
Large,33686.99,19.6,99.19
Very Large,76231.06,23.7,542.81
