Ship_Type,Ship_Size,Fuel_Level_tonnes,Ship_Load_%,Wind_Speed_knots,Precipitation_mm_hr,Wave_Height_m,Storm_Severity,Distance_to_Disaster_km,Adjusted_Speed_knots
Passenger,Small,45.92,98.0,30.21,40.87,13.34,High,356.8,0.91
Container,Small,33.55,65.0,23.88,11.28,12.16,Medium,396.78,4.73
Container,Small,48.24,98.0,0.43,29.9,1.65,Low,34.88,5.36
Cargo,Medium,95.38,89.0,35.19,6.25,7.51,Medium,136.21,6.33
Cargo,Medium,55.74,85.0,17.79,48.92,7.92,Medium,385.11,8.79
Cargo,Small,32.21,86.0,37.26,22.73,19.39,High,240.43,0.0
Container,Small,23.54,93.0,19.82,41.11,8.22,Medium,91.09,1.68
Container,Large,121.03,64.0,27.77,38.43,8.85,Medium,196.11,9.32
Passenger,Large,110.51,80.0,2.77,35.68,2.49,Low,135.02,15.05
Container,Medium,79.28,88.0,29.81,41.37,16.58,High,25.33,0.28
Container,Medium,63.49,83.0,13.52,5.02,5.49,Low,381.81,13.69
Tanker,Medium,92.03,93.0,14.05,33.92,6.96,Medium,145.85,6.98
Cargo,Small,40.75,63.0,4.75,13.29,1.58,Low,472.57,9.86
Container,Small,48.29,88.0,5.87,39.29,3.87,Low,444.06,8.77
Cargo,Small,21.2,81.0,7.43,47.84,4.2,Medium,358.14,5.23
Passenger,Small,41.89,75.0,13.13,45.07,4.83,Medium,163.32,2.99
Container,Large,105.76,74.0,35.68,5.75,16.64,High,139.96,3.84
Cargo,Large,162.28,85.0,14.73,18.48,4.65,Low,237.64,15.61
Tanker,Medium,82.62,96.0,28.97,18.22,7.08,Medium,177.3,6.85
Passenger,Large,189.29,80.0,3.31,6.11,1.87,Low,450.58,18.83
Passenger,Large,147.12,93.0,23.64,4.91,4.48,Low,61.75,13.69
Container,Medium,91.12,76.0,19.28,19.24,8.64,Medium,362.23,9.01
Container,Medium,56.86,64.0,39.12,49.6,16.61,High,305.45,2.45
Tanker,Small,22.43,62.0,33.85,28.45,17.27,High,403.15,1.04
Cargo,Medium,96.66,62.0,18.19,31.09,9.43,Medium,271.24,7.84
Cargo,Medium,98.0,75.0,31.01,23.55,13.03,High,314.77,3.82
Cargo,Large,189.22,73.0,7.72,33.12,3.4,Low,481.37,18.23
Cargo,Large,105.63,89.0,22.49,47.83,9.1,Medium,45.98,7.87
Tanker,Large,133.62,90.0,2.98,29.43,2.9,Low,52.43,14.3
Cargo,Small,33.92,62.0,13.92,3.25,1.68,Low,196.8,6.84
Passenger,Large,181.38,69.0,9.03,24.64,5.0,Low,236.37,15.72
Tanker,Medium,74.65,71.0,28.76,49.64,8.25,Medium,99.94,5.34
Container,Small,41.06,82.0,19.6,19.37,4.38,Medium,41.33,2.01
Tanker,Small,32.6,66.0,30.04,29.69,7.28,Medium,11.09,0.69
Cargo,Small,42.24,65.0,20.61,5.33,2.82,Low,382.3,8.2
Container,Medium,75.25,98.0,3.46,7.06,2.07,Low,242.53,13.1
Container,Small,36.05,92.0,29.41,43.73,15.36,High,421.7,1.34
Container,Small,27.18,67.0,33.33,15.02,11.03,Medium,180.42,2.13
Tanker,Small,42.57,76.0,36.14,15.27,14.72,High,351.72,0.93
Cargo,Large,138.94,74.0,22.88,19.36,8.35,Medium,244.26,10.48
Container,Small,48.11,92.0,30.14,48.32,15.21,High,306.03,0.07
Passenger,Large,117.71,80.0,30.08,4.22,13.38,Medium,185.1,9.32
Tanker,Large,158.13,65.0,6.23,40.94,3.25,Low,40.58,13.75
Tanker,Small,26.42,90.0,6.57,17.08,2.72,Low,473.69,9.59
Cargo,Large,100.16,76.0,2.84,42.47,3.13,Low,418.04,17.68
Container,Medium,96.47,71.0,12.8,49.59,8.77,Medium,155.95,6.65
Container,Medium,70.06,75.0,18.94,17.43,7.94,Medium,479.35,10.3
Container,Medium,95.04,80.0,39.92,6.47,18.65,High,150.24,1.51
Cargo,Large,112.79,74.0,17.24,7.22,7.92,Medium,221.5,10.82
Tanker,Small,26.02,70.0,29.05,37.94,11.57,High,377.57,1.41
Passenger,Large,176.54,76.0,27.74,7.25,13.05,Medium,154.5,9.11
Passenger,Large,189.49,61.0,8.18,13.02,2.7,Low,162.25,15.48
Cargo,Small,43.58,91.0,2.34,10.22,1.1,Low,205.04,7.42
Cargo,Small,45.95,67.0,21.84,17.78,9.9,Medium,234.19,3.3
Cargo,Small,21.15,62.0,28.01,3.72,4.49,Medium,61.81,2.09
Passenger,Small,25.36,86.0,39.93,42.84,11.02,High,8.75,0.0
Container,Medium,73.62,91.0,14.34,43.01,7.08,Medium,459.58,9.91
Cargo,Large,191.61,93.0,35.85,20.65,10.64,Medium,176.59,8.9
Passenger,Medium,64.14,80.0,15.28,30.6,8.81,Medium,50.84,5.85
Passenger,Medium,69.68,68.0,27.58,32.1,14.94,High,379.59,4.28
Container,Large,158.24,89.0,23.93,37.46,9.08,Medium,147.53,9.02
Cargo,Large,162.72,88.0,2.12,26.03,1.97,Low,90.83,14.88
Cargo,Large,126.2,70.0,3.14,25.52,2.5,Low,481.31,18.7
Passenger,Small,27.35,96.0,0.83,31.57,1.81,Low,460.27,9.55
Passenger,Medium,85.77,64.0,14.83,35.15,4.37,Medium,52.87,6.25
Tanker,Small,21.22,99.0,29.83,17.33,12.76,High,449.64,2.38
Container,Large,103.41,94.0,6.91,16.52,3.56,Low,445.43,18.22
Container,Large,137.07,88.0,24.23,13.49,5.47,Medium,317.19,11.54
Cargo,Medium,57.3,98.0,11.55,27.44,6.38,Medium,264.87,8.48
Container,Large,124.95,89.0,31.88,18.01,11.91,High,108.72,3.94
Cargo,Medium,59.96,68.0,31.94,27.02,7.56,Medium,60.69,5.31
Tanker,Medium,63.84,78.0,31.02,20.3,12.21,High,303.18,3.85
Cargo,Medium,99.11,63.0,20.99,41.84,6.15,Medium,410.98,9.21
Tanker,Small,31.79,76.0,11.38,3.66,2.53,Low,344.32,8.35
Container,Small,34.86,90.0,32.38,28.61,15.65,High,90.4,0.0
Tanker,Medium,65.23,75.0,7.44,28.78,4.95,Low,145.01,11.21
Container,Large,152.77,73.0,11.59,19.19,3.31,Low,273.21,16.24
Container,Small,21.81,84.0,7.36,21.05,4.52,Low,312.5,7.68
Tanker,Medium,77.75,95.0,26.97,40.01,7.27,Medium,36.13,5.09
Cargo,Medium,92.78,62.0,27.45,14.03,4.73,Medium,307.03,8.54
Container,Medium,71.41,75.0,26.1,43.57,5.4,Medium,368.16,8.57
Container,Large,192.35,66.0,16.62,44.82,5.51,Medium,90.68,9.03
Cargo,Small,43.57,88.0,4.01,32.53,2.65,Low,123.11,5.91
Cargo,Small,35.79,64.0,36.45,38.64,19.1,High,129.45,0.0
Cargo,Large,151.75,87.0,20.31,30.65,5.53,Medium,469.91,12.92
Cargo,Medium,76.34,71.0,16.28,26.26,5.32,Medium,203.51,7.76
Tanker,Large,144.64,68.0,23.55,48.33,11.69,High,265.29,5.34
Container,Small,28.5,97.0,7.71,14.13,2.41,Low,362.16,8.51
Passenger,Medium,71.57,61.0,5.3,7.71,2.37,Low,185.73,12.4
Tanker,Small,27.67,78.0,16.22,14.37,5.14,Low,52.78,4.72
Tanker,Small,42.73,61.0,9.09,30.73,3.16,Low,327.16,7.69
Tanker,Large,179.47,79.0,9.77,9.26,4.31,Low,333.64,17.03
Tanker,Medium,95.41,80.0,35.7,45.44,6.23,Medium,130.27,5.59
Passenger,Large,191.41,73.0,21.23,20.55,5.63,Medium,17.61,8.54
Container,Small,47.08,65.0,19.34,42.5,6.81,Medium,332.68,4.23
Container,Small,38.81,75.0,27.58,12.46,8.44,Medium,351.71,4.44
Cargo,Medium,52.71,87.0,38.06,15.66,14.94,High,13.03,0.42
Cargo,Large,114.55,91.0,4.49,2.96,1.42,Low,346.59,17.84
Passenger,Medium,86.48,81.0,33.34,12.89,11.9,Medium,469.46,9.18
Container,Medium,60.6,84.0,23.36,24.52,9.13,Medium,89.39,5.92
Cargo,Medium,54.05,68.0,5.85,47.31,3.82,Low,260.66,12.19
Passenger,Small,41.89,71.0,11.89,19.45,6.6,Medium,348.39,5.24
Cargo,Medium,54.21,66.0,19.29,31.99,10.9,Medium,115.04,6.06
Passenger,Medium,54.92,70.0,27.65,21.39,10.27,Medium,375.77,8.52
Cargo,Medium,83.35,69.0,9.7,2.34,1.37,Low,434.04,14.87
Tanker,Small,31.46,81.0,21.4,25.18,7.6,Medium,407.28,5.14
Tanker,Small,33.84,83.0,27.39,3.3,4.92,Medium,129.45,2.77
Container,Large,172.67,98.0,17.95,44.18,7.47,Medium,402.11,11.89
Tanker,Medium,96.76,68.0,34.52,37.65,7.94,Medium,206.67,6.39
Passenger,Large,128.88,86.0,34.78,18.93,14.22,High,133.23,3.79
Cargo,Small,21.45,93.0,18.83,32.01,4.09,Medium,83.99,2.25
Tanker,Medium,91.09,82.0,38.92,5.6,19.01,High,454.49,4.59
Passenger,Medium,79.93,70.0,3.02,35.13,2.29,Low,213.45,12.25
Cargo,Medium,57.38,71.0,0.13,41.14,2.1,Low,432.87,14.49
Container,Large,182.6,62.0,15.23,41.09,9.16,Medium,79.77,8.7
Passenger,Small,45.62,72.0,24.04,14.21,5.5,Medium,383.5,5.2
Cargo,Medium,64.46,90.0,25.17,13.19,12.58,Medium,55.01,5.37
Container,Large,181.73,62.0,19.06,26.07,6.17,Medium,8.78,8.4
Cargo,Large,114.64,69.0,5.0,48.39,4.84,Medium,497.52,13.67
Container,Large,198.46,88.0,6.82,46.03,5.63,Medium,36.77,8.94
Container,Small,20.51,91.0,34.09,17.98,6.87,Medium,230.77,2.96
Cargo,Medium,76.11,78.0,34.72,38.99,16.96,High,439.19,4.18
Container,Small,34.51,88.0,26.96,46.07,7.09,Medium,409.69,4.52
Cargo,Medium,54.05,76.0,26.57,13.05,5.72,Medium,235.59,7.79
Cargo,Medium,63.24,66.0,23.91,41.51,5.27,Medium,305.42,8.1
Passenger,Small,29.23,76.0,8.12,13.39,1.99,Low,314.85,8.08
Container,Medium,92.85,83.0,17.13,17.16,6.9,Medium,54.91,6.26
Passenger,Large,141.45,98.0,27.84,9.94,8.28,Medium,142.45,9.41
Tanker,Large,103.32,63.0,21.49,25.35,10.22,Medium,150.49,9.3
Cargo,Small,26.61,80.0,0.74,42.17,2.28,Low,189.06,6.58
Container,Small,36.4,73.0,38.14,26.4,19.91,High,136.96,0.0
Container,Large,172.86,80.0,33.79,6.17,4.36,Medium,125.75,9.41
Cargo,Large,146.19,61.0,10.42,12.59,1.93,Low,177.39,15.61
Tanker,Large,125.19,73.0,24.66,28.14,10.79,Medium,189.61,9.42
Container,Small,34.09,93.0,36.93,29.16,18.26,High,243.61,0.0
Passenger,Medium,57.64,82.0,3.84,28.85,3.05,Low,86.77,10.99
Container,Small,44.61,78.0,20.12,3.85,6.15,Medium,394.17,5.64
Tanker,Small,21.53,71.0,18.25,37.68,5.68,Medium,430.33,5.47
Container,Medium,79.2,72.0,16.41,45.47,4.0,Medium,124.08,6.71
Passenger,Medium,68.95,75.0,33.42,25.53,11.43,High,61.65,1.29
Container,Small,26.21,93.0,15.23,35.94,6.22,Medium,361.16,4.91
Container,Large,102.26,99.0,2.55,45.7,2.89,Low,462.12,18.09
Passenger,Large,115.78,78.0,2.63,32.13,2.48,Low,17.57,13.95
Passenger,Medium,55.7,76.0,1.71,33.72,2.36,Low,7.22,10.28
Container,Medium,97.76,94.0,16.37,36.07,8.03,Medium,91.71,6.17
Container,Small,23.7,77.0,28.74,13.03,6.55,Medium,342.4,4.47
Tanker,Large,165.14,82.0,8.15,29.13,4.18,Low,482.39,18.22
Container,Small,32.29,69.0,25.86,42.11,6.23,Medium,375.19,4.39
Cargo,Large,116.32,90.0,27.48,14.81,4.83,Medium,286.52,11.11
Tanker,Medium,81.66,81.0,10.21,44.86,6.47,Medium,350.27,9.05
Container,Medium,68.54,92.0,24.02,31.02,10.62,Medium,115.35,5.87
Tanker,Medium,87.5,91.0,27.39,21.16,12.21,Medium,344.28,8.03
Cargo,Large,117.9,69.0,18.66,31.16,4.56,Medium,160.72,9.99
Tanker,Medium,93.16,89.0,13.47,20.09,7.28,Medium,111.21,6.91
Container,Small,28.44,92.0,24.77,41.9,5.89,Medium,118.28,1.92
Passenger,Large,174.52,74.0,39.11,24.12,18.73,High,333.89,5.03
Container,Medium,67.39,67.0,17.07,45.06,6.37,Medium,383.61,9.04
Tanker,Large,153.44,60.0,15.67,25.49,3.5,Low,290.9,16.07
Tanker,Medium,71.01,78.0,18.57,33.02,5.64,Medium,31.93,5.77
Cargo,Small,41.23,74.0,3.05,49.89,3.02,Low,19.0,4.54
Cargo,Medium,99.6,82.0,22.13,7.35,6.92,Medium,108.58,6.74
Container,Medium,55.69,68.0,13.15,36.84,8.15,Medium,143.23,6.82
Cargo,Small,48.66,94.0,4.86,6.94,1.47,Low,202.41,7.3
Passenger,Large,131.2,70.0,18.65,41.94,8.53,Medium,38.01,8.16
Cargo,Medium,94.91,69.0,0.14,29.82,1.55,Low,362.58,14.07
Cargo,Large,157.64,79.0,16.07,46.91,8.0,Medium,355.75,11.42
Cargo,Medium,62.1,80.0,4.23,43.3,3.2,Low,173.34,11.54
Cargo,Small,31.75,69.0,0.97,3.74,0.67,Low,281.5,8.42
Cargo,Small,26.95,71.0,32.98,6.87,6.11,Medium,50.46,1.51
Cargo,Large,110.09,67.0,36.65,30.06,12.84,High,207.61,4.36
Cargo,Large,198.97,89.0,8.31,25.92,4.78,Low,428.78,17.68
Cargo,Medium,73.78,91.0,21.57,8.43,2.58,Low,330.31,13.0
Container,Large,128.85,78.0,11.12,6.47,4.56,Low,51.97,14.18
Passenger,Large,150.18,89.0,19.74,28.2,5.49,Medium,423.79,12.54
Cargo,Small,32.73,89.0,17.47,2.45,3.06,Low,340.35,7.98
Passenger,Small,29.62,66.0,10.76,43.69,4.44,Medium,226.53,3.81
Container,Large,143.2,99.0,28.02,40.35,15.66,High,346.05,5.69
Cargo,Small,49.48,93.0,5.06,39.27,4.27,Low,86.41,5.2
Container,Large,153.39,68.0,2.12,0.8,0.43,Low,275.24,17.39
Container,Large,146.54,67.0,30.71,2.38,4.63,Medium,308.96,11.44
Passenger,Small,36.18,65.0,26.64,27.49,7.92,Medium,463.87,5.36
Cargo,Medium,81.71,66.0,19.94,49.72,9.2,Medium,33.45,5.02
Passenger,Medium,64.0,90.0,18.71,17.12,9.22,Medium,187.39,7.27
Cargo,Large,177.04,79.0,19.9,17.22,10.54,Medium,468.41,12.69
Tanker,Small,29.47,91.0,17.48,6.71,7.34,Medium,108.61,2.74
Tanker,Medium,59.01,90.0,15.72,33.72,7.02,Medium,406.6,9.5
Cargo,Medium,96.06,84.0,19.99,32.33,4.75,Medium,0.8,5.49
Passenger,Large,144.08,87.0,21.14,5.07,2.99,Low,12.94,13.47
Container,Medium,55.81,61.0,27.68,23.37,10.54,Medium,163.81,6.33
Tanker,Medium,56.51,72.0,28.45,33.35,10.65,Medium,384.25,8.29
Tanker,Small,34.32,86.0,15.11,24.68,7.86,Medium,52.07,1.89
Passenger,Large,100.97,60.0,16.54,33.72,5.47,Medium,191.43,10.27
Container,Small,22.11,61.0,14.95,40.81,3.77,Medium,65.73,2.12
Container,Small,21.59,94.0,21.46,34.29,7.5,Medium,111.8,2.01
Container,Medium,67.73,87.0,18.13,30.81,10.38,Medium,251.5,7.55
Tanker,Large,102.37,71.0,35.58,42.68,17.01,High,159.57,3.26
Cargo,Small,48.17,88.0,27.85,45.03,5.41,Medium,105.96,1.63
Container,Small,45.62,92.0,35.95,19.44,17.14,High,196.75,0.0
Tanker,Large,100.76,72.0,28.37,8.66,8.62,Medium,350.53,11.45
Container,Large,138.45,61.0,38.84,40.89,11.6,High,59.71,2.68
Cargo,Large,123.82,97.0,25.43,10.69,6.6,Medium,239.8,10.65
Cargo,Small,44.85,74.0,38.54,46.45,15.35,High,137.36,0.0
Cargo,Large,149.84,64.0,6.33,1.14,2.03,Low,189.31,16.15
Container,Large,127.54,80.0,2.1,46.06,3.06,Low,410.78,17.58
Passenger,Medium,92.35,91.0,23.17,29.46,9.11,Medium,464.86,9.59
Container,Medium,68.75,69.0,39.34,38.74,8.14,Medium,121.49,5.26
Cargo,Small,21.59,71.0,16.7,19.92,4.38,Low,314.99,7.28
Cargo,Small,31.57,70.0,8.48,49.59,6.18,Medium,338.34,4.75
Tanker,Medium,92.43,100.0,20.86,11.38,8.19,Medium,421.24,9.72
Cargo,Small,41.2,68.0,25.95,13.22,7.91,Medium,449.52,5.54
Passenger,Large,113.51,83.0,12.61,2.57,2.31,Low,234.0,16.23
Cargo,Medium,66.81,97.0,28.59,47.02,5.3,Medium,491.29,9.61
Tanker,Small,40.37,66.0,39.0,22.8,9.91,Medium,485.41,4.86
Cargo,Medium,80.69,99.0,35.88,33.74,6.06,Medium,253.23,7.06
Container,Small,39.6,98.0,11.66,34.37,5.13,Medium,271.02,4.33
Cargo,Medium,82.62,95.0,13.07,43.73,7.79,Medium,333.87,8.63
Container,Small,32.01,69.0,14.86,33.25,4.84,Medium,186.91,3.38
Cargo,Large,185.53,85.0,15.78,28.1,8.33,Medium,331.02,11.53
Cargo,Medium,76.35,90.0,4.01,35.52,3.31,Low,257.14,12.53
Container,Large,150.59,99.0,30.48,37.55,6.45,Medium,17.72,7.66
Passenger,Large,172.06,67.0,14.61,9.3,5.69,Low,426.36,17.58
Cargo,Large,194.42,91.0,35.19,5.48,5.93,Medium,470.22,12.64
Cargo,Large,192.43,74.0,37.08,3.74,13.61,High,13.11,2.84
Passenger,Medium,89.8,67.0,0.98,18.7,1.09,Low,394.63,14.61
Passenger,Large,127.82,77.0,39.54,24.9,11.41,High,192.91,4.31
Passenger,Small,25.58,92.0,28.4,30.78,10.82,Medium,292.82,3.21
Container,Small,44.57,79.0,20.82,47.9,4.9,Medium,250.0,3.41
Tanker,Small,45.52,82.0,15.58,16.54,3.34,Low,275.66,7.11
Cargo,Large,187.84,100.0,20.74,38.04,6.63,Medium,247.59,10.42
Passenger,Medium,95.99,76.0,12.98,26.57,5.03,Medium,426.69,10.18
Tanker,Small,38.85,85.0,24.91,11.0,11.59,Medium,341.75,4.19
Tanker,Medium,57.46,75.0,3.72,30.77,2.19,Low,206.32,12.24
Tanker,Large,181.79,76.0,24.84,48.36,8.35,Medium,344.28,10.8
Container,Small,21.53,88.0,11.01,6.22,3.51,Low,482.52,9.6
Passenger,Medium,55.1,98.0,0.71,25.36,1.42,Low,40.15,10.92
Passenger,Large,156.48,82.0,22.11,2.58,7.87,Medium,194.04,10.4
Container,Small,28.28,91.0,23.14,16.06,5.49,Medium,435.23,5.73
Passenger,Small,29.86,64.0,17.06,31.03,8.53,Medium,369.53,4.77
Passenger,Large,131.67,68.0,2.89,42.05,2.98,Low,467.46,18.19
Tanker,Small,31.77,80.0,35.73,36.52,6.63,Medium,19.9,0.42
Cargo,Small,45.55,61.0,24.46,23.14,9.74,Medium,431.39,5.05
Passenger,Large,171.94,70.0,4.63,45.46,3.79,Low,395.9,17.24
Passenger,Large,105.34,81.0,20.44,15.14,5.57,Medium,407.52,12.59
Container,Medium,81.91,61.0,19.89,37.7,3.96,Medium,298.63,8.44
Passenger,Medium,54.08,71.0,2.42,23.7,1.62,Low,25.96,10.7
Cargo,Large,137.43,81.0,24.27,44.93,8.61,Medium,269.56,10.12
Passenger,Large,122.47,83.0,32.33,39.87,7.81,Medium,203.88,9.24
Cargo,Large,124.43,97.0,29.96,45.07,12.17,High,263.52,5.02
Cargo,Small,42.91,86.0,8.12,10.71,3.66,Low,370.15,8.52
Container,Small,33.28,77.0,34.49,33.41,16.93,High,297.98,0.0
Tanker,Medium,73.02,97.0,13.7,36.92,6.76,Medium,146.28,6.96
Cargo,Medium,74.83,91.0,37.86,37.12,16.08,High,299.75,2.75
Cargo,Small,26.82,68.0,2.87,25.2,2.25,Low,41.57,5.34
Cargo,Medium,56.88,65.0,19.45,0.56,9.64,Medium,2.68,5.68
Cargo,Small,31.46,87.0,23.88,13.07,5.53,Medium,200.76,3.4
Cargo,Small,32.66,82.0,9.91,16.17,2.85,Low,378.59,8.48
Passenger,Medium,74.54,92.0,30.86,42.6,6.78,Medium,411.32,8.64
Cargo,Large,108.78,90.0,25.08,42.04,9.48,Medium,274.92,10.11
Passenger,Large,127.1,85.0,0.72,5.23,0.36,Low,434.0,18.96
Cargo,Small,28.91,99.0,24.33,47.49,7.44,Medium,62.96,1.12
Tanker,Small,21.02,81.0,19.66,9.12,6.22,Medium,482.05,6.43
Container,Large,123.25,65.0,7.84,20.72,4.82,Low,460.88,18.12
Container,Medium,98.59,93.0,39.83,10.76,19.88,High,299.62,2.8
Cargo,Small,29.57,70.0,35.89,43.02,16.42,High,29.36,0.0
Tanker,Medium,69.2,91.0,11.7,37.47,4.87,Medium,227.1,8.05
Passenger,Medium,90.94,98.0,21.64,17.68,10.54,Medium,89.64,6.01
Passenger,Large,171.79,88.0,12.66,34.09,7.4,Medium,314.21,11.49
Cargo,Small,30.69,84.0,31.02,9.22,14.86,High,94.98,0.0
Tanker,Small,32.75,78.0,37.21,19.11,14.2,High,240.9,0.0
Tanker,Large,131.37,75.0,14.35,18.86,3.54,Low,102.81,14.38
Tanker,Small,32.69,74.0,32.22,11.9,4.99,Medium,90.92,1.96
Tanker,Small,49.35,85.0,19.94,43.82,11.48,Medium,123.96,1.62
Container,Large,116.46,90.0,15.86,33.94,3.64,Medium,14.6,8.71
Cargo,Small,40.45,87.0,37.54,14.0,8.9,Medium,358.06,3.93
Tanker,Large,190.37,68.0,20.42,12.11,6.63,Medium,153.36,10.01
Cargo,Medium,65.8,80.0,18.7,0.9,2.08,Low,349.05,13.53
Container,Small,42.02,92.0,26.9,17.33,13.31,High,326.74,1.24
Tanker,Small,36.0,79.0,10.45,26.34,3.56,Low,33.06,4.73
Cargo,Medium,66.22,81.0,12.99,13.89,2.14,Low,156.02,11.62
Tanker,Small,49.25,91.0,37.28,35.02,20.3,High,283.43,0.0
Passenger,Large,192.85,86.0,27.14,20.59,7.12,Medium,459.2,12.51
Cargo,Medium,87.44,76.0,33.07,15.82,15.7,High,200.66,2.47
Cargo,Medium,62.06,96.0,10.84,46.95,5.4,Medium,252.4,8.1
Cargo,Medium,63.82,67.0,21.75,13.14,8.6,Medium,375.08,9.14
Passenger,Large,160.06,100.0,38.86,19.91,8.63,Medium,401.65,11.21
Cargo,Medium,86.14,65.0,12.75,19.11,4.8,Low,461.67,14.32
Container,Large,121.59,61.0,6.42,12.06,1.91,Low,248.59,16.53
Tanker,Medium,69.15,96.0,20.44,10.87,10.36,Medium,96.92,6.29
Cargo,Medium,74.86,70.0,15.51,15.12,2.69,Low,382.21,13.68
Container,Small,47.02,89.0,6.38,43.21,3.5,Low,62.79,4.89
Container,Small,34.84,92.0,35.54,38.35,18.17,High,209.17,0.0
Tanker,Small,24.57,94.0,39.63,34.05,13.28,High,314.11,0.15
Container,Large,167.13,100.0,22.74,22.86,8.88,Medium,345.93,11.38
Cargo,Medium,64.16,72.0,30.99,25.39,12.45,High,366.51,4.36
Cargo,Medium,95.62,88.0,34.36,13.36,5.08,Medium,96.77,6.07
Passenger,Small,32.99,65.0,28.04,3.72,3.19,Low,490.82,8.91
Container,Large,113.51,76.0,1.77,16.55,1.67,Low,89.21,15.11
Container,Large,156.84,94.0,6.31,24.78,2.56,Low,48.04,14.21
Tanker,Small,34.12,75.0,2.84,2.87,0.86,Low,332.03,8.83
Cargo,Medium,69.49,84.0,0.4,4.41,0.37,Low,455.0,15.6
Cargo,Small,27.02,80.0,12.24,13.15,3.04,Low,279.69,7.42
Passenger,Small,27.42,86.0,15.69,18.35,7.09,Medium,297.74,4.52
Tanker,Small,22.56,99.0,9.64,19.67,3.71,Low,269.24,7.25
Passenger,Small,38.38,62.0,2.58,5.89,1.44,Low,21.37,5.62
Cargo,Medium,70.32,83.0,21.19,11.29,5.04,Medium,340.66,9.22
Tanker,Large,127.54,95.0,10.93,13.08,2.64,Low,179.1,15.52
Cargo,Medium,74.15,79.0,31.84,3.38,13.95,High,467.84,5.62
Container,Small,23.52,63.0,0.32,16.3,0.89,Low,93.4,6.3
Container,Medium,84.85,82.0,33.7,3.61,9.1,Medium,151.06,6.44
Tanker,Small,29.5,73.0,38.19,35.17,17.7,High,252.43,0.0
Cargo,Large,113.24,66.0,28.65,19.3,11.11,Medium,238.68,9.86
Cargo,Small,39.33,94.0,29.35,16.34,8.94,Medium,200.15,2.71
Passenger,Small,45.55,81.0,37.34,6.33,7.78,Medium,157.2,2.2
Container,Small,27.8,97.0,8.36,11.33,3.96,Low,73.59,5.5
Container,Small,35.38,92.0,39.78,11.64,7.43,Medium,410.46,4.54
Tanker,Large,105.49,88.0,30.94,49.26,17.05,High,224.38,4.01
Passenger,Medium,78.17,60.0,29.06,41.77,6.74,Medium,286.48,7.5
Cargo,Small,21.59,77.0,14.44,0.76,6.13,Low,273.28,7.18
Tanker,Medium,80.04,68.0,21.83,30.84,7.43,Medium,287.74,8.03
Tanker,Large,139.94,96.0,26.16,12.8,5.2,Medium,352.42,11.84
Tanker,Large,175.86,67.0,24.81,5.22,6.74,Medium,314.69,11.53
Cargo,Medium,93.88,71.0,28.2,35.28,7.08,Medium,136.95,6.15
Container,Large,199.4,81.0,3.3,6.58,0.84,Low,276.85,17.19
Cargo,Medium,71.22,71.0,14.23,22.19,3.89,Low,122.26,10.88
Container,Small,42.6,68.0,17.36,31.61,9.34,Medium,294.42,3.91
Tanker,Small,20.99,84.0,10.43,27.72,2.87,Low,215.97,6.6
Tanker,Medium,82.12,64.0,6.91,48.88,5.82,Medium,19.71,5.89
Cargo,Large,184.05,62.0,5.56,39.29,2.53,Low,366.99,17.15
Cargo,Medium,78.68,75.0,14.66,38.71,7.26,Medium,137.33,6.74
Container,Small,20.88,89.0,19.74,17.78,9.63,Medium,460.1,5.7
Tanker,Large,105.72,82.0,2.52,0.42,1.21,Low,140.28,15.95
Cargo,Large,129.74,77.0,37.86,36.72,7.8,Medium,498.31,11.98
Tanker,Medium,56.77,83.0,30.61,49.99,14.11,High,231.48,2.37
Passenger,Small,29.91,75.0,29.23,20.29,5.19,Medium,13.2,1.15
Tanker,Large,125.42,97.0,6.91,49.28,4.13,Medium,38.13,9.04
Cargo,Large,179.96,62.0,24.15,7.09,9.84,Medium,41.04,8.48
Passenger,Small,29.2,87.0,21.19,14.83,5.79,Medium,28.11,1.75
Container,Small,25.24,96.0,39.3,8.54,9.28,Medium,133.89,1.68
Tanker,Large,161.09,92.0,29.91,23.76,5.57,Medium,162.29,9.5
Cargo,Small,27.49,67.0,23.03,39.85,4.91,Medium,55.64,1.52
Cargo,Large,162.01,72.0,34.03,17.03,5.82,Medium,219.07,9.97
Tanker,Small,30.82,89.0,6.2,45.31,5.06,Medium,182.68,3.5
Container,Medium,82.33,63.0,0.61,27.24,1.43,Low,318.16,13.66
Container,Small,28.98,92.0,27.61,23.27,11.58,Medium,97.93,1.38
Tanker,Small,25.48,89.0,3.93,39.35,3.57,Low,456.99,9.03
Container,Large,156.84,89.0,4.62,5.07,1.76,Low,258.0,16.87
Cargo,Medium,74.12,64.0,29.79,38.69,13.62,High,311.87,3.49
Passenger,Small,46.39,89.0,10.82,12.15,4.51,Low,19.76,4.76
Container,Medium,59.3,87.0,25.15,14.04,7.8,Medium,279.54,8.08
Tanker,Large,136.04,93.0,36.7,29.97,10.79,High,184.05,4.33
Passenger,Large,167.19,62.0,12.66,45.1,8.29,Medium,462.09,12.66
Container,Medium,56.56,61.0,8.69,28.92,5.69,Medium,442.82,10.45
Container,Large,114.12,75.0,4.26,32.45,3.16,Low,318.82,16.81
Tanker,Small,22.52,66.0,5.22,38.83,2.88,Low,383.93,8.31
Container,Large,104.26,82.0,2.49,12.97,1.34,Low,322.3,17.51
